PeakCoordinates,log2 Fold Change GR (FS30 vs BLAM),p-value,FDR,ClosestGeneID,ClosestGeneName,ClosestGeneDistance,,PeakCoordinates,log2 Fold Change GR (BLPM vs BLAM),p-value,FDR,ClosestGeneID,ClosestGeneName,ClosestGeneDistance
4:124699709-124700083,3.9,2.80E-11,5.30E-11,ENSRNOG00000023257,Adamts9,0,,19:59655821-59656450,3.33,1.53E-05,2.90E-05,ENSRNOG00000061610,AABR07044148.1,0
4:62401597-62402163,4.52,2.91E-11,5.51E-11,ENSRNOG00000010421,Wdr91,0,,8:127638465-127638871,3.04,1.58E-05,2.99E-05,ENSRNOG00000046257,Ctdspl,63663
1:49381582-49381924,3.74,2.95E-11,5.57E-11,ENSRNOG00000055547,AABR07001519.1,0,,3:162595576-162595904,3.4,1.61E-05,3.05E-05,ENSRNOG00000051007,AABR07054586.1,11807
1:240831252-240832068,3.57,2.96E-11,5.59E-11,ENSRNOG00000046395,RGD1561453,53886,,20:26115202-26115525,3.18,1.62E-05,3.06E-05,ENSRNOG00000026466,Lrrtm3,0
2:116945081-116945482,4.44,3.04E-11,5.73E-11,ENSRNOG00000023908,Egfem1,24862,,5:154903487-154903810,2.85,1.65E-05,3.11E-05,ENSRNOG00000022402,Luzp1,0
7:122569150-122569634,3.94,3.12E-11,5.86E-11,ENSRNOG00000018920,Slc25a17,0,,3:155252007-155252469,3.69,1.67E-05,3.14E-05,ENSRNOG00000015614,Ppp1r16b,0
6:126196894-126197484,3.47,3.17E-11,5.95E-11,ENSRNOG00000007062,Rin3,0,,8:52775899-52776513,2.39,1.71E-05,3.22E-05,ENSRNOG00000027730,Nxpe1,12302
17:7290520-7291024,5.35,3.30E-11,6.18E-11,ENSRNOG00000019533,Klhl3,261281,,1:224913372-224913758,2.72,1.72E-05,3.23E-05,ENSRNOG00000018487,Slc3a2,0
14:11066292-11066895,3.97,3.47E-11,6.49E-11,ENSRNOG00000002258,Tmem150c,28268,,6:25082683-25083102,4.16,1.74E-05,3.25E-05,ENSRNOG00000007744,Ehd3,0
16:6754549-6754898,3.72,3.64E-11,6.79E-11,ENSRNOG00000021805,Rft1,7854,,20:48702827-48703261,2.44,1.77E-05,3.31E-05,ENSRNOG00000024221,Mettl24,0
18:1658716-1659141,2.93,3.66E-11,6.82E-11,ENSRNOG00000023492,Greb1l,64424,,7:73302260-73302600,3.25,1.84E-05,3.43E-05,ENSRNOG00000060779,U6,3423
2:148156675-148157009,3.44,3.70E-11,6.89E-11,ENSRNOG00000032715,AABR07010705.1,105101,,18:1658716-1659141,2.43,1.96E-05,3.64E-05,ENSRNOG00000023492,Greb1l,64424
17:76144623-76144926,2.93,3.91E-11,7.26E-11,ENSRNOG00000045553,Proser2,4222,,2:9601279-9601684,2.59,1.97E-05,3.66E-05,ENSRNOG00000016252,Mblac2,0
3:157165480-157165802,3.48,4.53E-11,8.40E-11,ENSRNOG00000016744,Chd6,66175,,2:82845789-82846190,2.89,2.01E-05,3.73E-05,ENSRNOG00000059117,AABR07009002.1,72635
15:42983405-42983740,4.29,4.77E-11,8.82E-11,ENSRNOG00000009449,Trim35,6614,,11:31462699-31463168,3.46,2.02E-05,3.74E-05,ENSRNOG00000028648,Olig1,32183
2:200433279-200433627,3.08,5.32E-11,9.83E-11,ENSRNOG00000019120,Hmgcs2,18997,,16:7492010-7492562,2.91,2.13E-05,3.93E-05,ENSRNOG00000052391,Sh3bp5,0
5:4432429-4432857,3.43,5.45E-11,1.01E-10,ENSRNOG00000007590,Eya1,0,,12:95119-95559,3.49,2.13E-05,3.93E-05,ENSRNOG00000056188,AABR07034833.2,36120
8:100241316-100241672,4.53,5.48E-11,1.01E-10,ENSRNOG00000008363,AABR07071101.1,18377,,5:105243230-105243977,2.91,2.14E-05,3.94E-05,ENSRNOG00000007637,Acer2,0
1:176088614-176089079,2.49,5.56E-11,1.02E-10,ENSRNOG00000029082,RGD1566189,9490,,17:5971452-5971756,3.05,2.14E-05,3.94E-05,ENSRNOG00000018839,Ntrk2,0
5:157657818-157658195,4.1,5.68E-11,1.04E-10,ENSRNOG00000007330,Capzb,0,,5:167730552-167731000,3.23,2.15E-05,3.96E-05,ENSRNOG00000018229,Slc45a1,34205
3:164597944-164598492,5.15,5.78E-11,1.06E-10,ENSRNOG00000060501,AABR07054619.1,27449,,9:31963103-31963459,3,2.17E-05,3.97E-05,ENSRNOG00000012045,Adgrb3,0
17:85864302-85864973,3.6,6.01E-11,1.10E-10,ENSRNOG00000016716,Armc3,49437,,12:25639447-25639764,3.1,2.19E-05,4.01E-05,ENSRNOG00000001484,Gatsl2,651
13:97152392-97152785,3.32,6.09E-11,1.11E-10,ENSRNOG00000028624,Kif26b,0,,12:6820329-6820845,3.31,2.22E-05,4.06E-05,ENSRNOG00000000907,Alox5ap,34075
12:38960292-38960844,4.04,6.11E-11,1.11E-10,ENSRNOG00000045574,Morn3,4219,,20:9258938-9259534,2.5,2.24E-05,4.08E-05,ENSRNOG00000000540,Btbd9,9119
13:83926056-83926511,2.49,6.26E-11,1.14E-10,ENSRNOG00000003283,Rcsd1,9036,,20:10721701-10722301,3.14,2.30E-05,4.19E-05,ENSRNOG00000051612,AABR07044570.1,5212
17:55203204-55203541,3.85,6.31E-11,1.15E-10,ENSRNOG00000018110,Svil,26757,,17:90476053-90476457,3.08,2.33E-05,4.23E-05,ENSRNOG00000058094,Lyst,0
12:24093696-24094145,4.42,6.55E-11,1.19E-10,ENSRNOG00000001443,Rhbdd2,0,,2:188683352-188683736,3.47,2.34E-05,4.24E-05,ENSRNOG00000020621,Dcst1,0
1:240989708-240990117,2.59,6.66E-11,1.20E-10,ENSRNOG00000030572,Smc5,0,,1:226825818-226826168,3.23,2.35E-05,4.26E-05,ENSRNOG00000056436,AABR07072028.1,13365
17:74817887-74818309,3.57,6.71E-11,1.21E-10,ENSRNOG00000055896,U6,16255,,3:92483071-92483519,2.93,2.49E-05,4.50E-05,ENSRNOG00000005348,Pamr1,0
X:111855881-111856313,5.21,6.96E-11,1.25E-10,ENSRNOG00000056135,Tsc22d3,27982,,18:32223201-32223587,3.31,2.55E-05,4.60E-05,ENSRNOG00000013920,Arhgap26,15401
X:111851308-111851824,4.21,6.98E-11,1.25E-10,ENSRNOG00000060262,Prps1,31043,,3:143208561-143209193,2.6,2.57E-05,4.62E-05,ENSRNOG00000005195,Cst3,10493
10:64106615-64107233,3.62,6.97E-11,1.25E-10,ENSRNOG00000061429,Rph3al,0,,8:89276967-89277302,2.16,2.57E-05,4.62E-05,ENSRNOG00000058012,AABR07070873.1,39922
5:151436071-151436448,4.07,7.27E-11,1.30E-10,ENSRNOG00000008936,Map3k6,16,,17:73035236-73035630,3.36,2.58E-05,4.62E-05,ENSRNOG00000058351,AABR07028511.1,29027
8:128699689-128700102,4.45,7.22E-11,1.30E-10,ENSRNOG00000037085,Xirp1,2031,,8:111439065-111439395,3.88,2.59E-05,4.64E-05,ENSRNOG00000008593,Ryk,41199
19:52310890-52311252,2.82,7.36E-11,1.32E-10,ENSRNOG00000015904,Wfdc1,2543,,4:2787332-2787804,3.12,2.66E-05,4.75E-05,ENSRNOG00000010353,Dnajb6,12443
3:122725920-122726341,3.71,7.58E-11,1.35E-10,ENSRNOG00000007017,Tmc2,0,,16:71596983-71597554,2.95,2.65E-05,4.75E-05,ENSRNOG00000049442,Rps28,3789
9:44262362-44262811,3.45,7.54E-11,1.35E-10,ENSRNOG00000018366,RGD1310819,25246,,9:10300682-10301032,3.23,2.70E-05,4.81E-05,ENSRNOG00000048651,Nrtn,4438
10:42747335-42747870,3.25,8.41E-11,1.50E-10,ENSRNOG00000045816,Gria1,0,,2:157726516-157726916,3.2,2.76E-05,4.91E-05,ENSRNOG00000056030,AABR07011090.1,2439
19:31154638-31155013,3.73,8.72E-11,1.55E-10,ENSRNOG00000039152,Frem3,122822,,8:106021807-106022362,2.87,2.86E-05,5.08E-05,ENSRNOG00000013585,Nmnat3,294762
10:96310468-96310935,3.75,9.00E-11,1.60E-10,ENSRNOG00000003491,Prkca,0,,11:35170094-35170557,2.87,2.86E-05,5.08E-05,ENSRNOG00000054899,7SK,11716
5:172690050-172690444,4.06,9.18E-11,1.62E-10,ENSRNOG00000015480,Prkcz,0,,4:28381601-28381993,3.02,2.88E-05,5.10E-05,ENSRNOG00000009711,Hepacam2,21132
12:6820329-6820845,3.82,1.03E-10,1.81E-10,ENSRNOG00000000907,Alox5ap,34075,,1:240989708-240990117,2.36,2.91E-05,5.14E-05,ENSRNOG00000030572,Smc5,0
10:46327908-46328309,3.41,1.03E-10,1.81E-10,ENSRNOG00000053961,Med9,0,,10:46327908-46328309,2.77,2.92E-05,5.16E-05,ENSRNOG00000053961,Med9,0
20:10752933-10753327,3.68,1.06E-10,1.86E-10,ENSRNOG00000001193,Hsf2bp,4527,,6:44511003-44511627,3.15,2.96E-05,5.22E-05,ENSRNOG00000052618,AABR07063740.1,72072
9:27468885-27469305,3.88,1.07E-10,1.88E-10,ENSRNOG00000033402,LOC501110,5968,,7:11615013-11615310,3.48,3.04E-05,5.35E-05,ENSRNOG00000019857,Gng7,0
5:105054703-105055103,4.61,1.08E-10,1.89E-10,ENSRNOG00000060003,7SK,39112,,12:13723197-13723612,2.8,3.13E-05,5.50E-05,ENSRNOG00000034254,Actb,4357
11:79117788-79118600,3.24,1.10E-10,1.93E-10,ENSRNOG00000051670,AABR07034573.1,15222,,16:71688820-71689318,2.57,3.19E-05,5.60E-05,ENSRNOG00000016423,Tacc1,7695
14:105083866-105084504,4.24,1.13E-10,1.97E-10,ENSRNOG00000056722,AABR07016578.2,0,,3:4006840-4007182,3.37,3.20E-05,5.60E-05,ENSRNOG00000055447,AC111292.2,0
18:39820634-39821008,3.81,1.14E-10,2.00E-10,ENSRNOG00000061296,SNORA17,24442,,3:164511604-164512126,4.53,3.25E-05,5.67E-05,ENSRNOG00000057347,Cebpb,85695
1:265677117-265677638,3.39,1.18E-10,2.06E-10,ENSRNOG00000025523,RGD1564887,0,,8:64991168-64991769,3.44,3.29E-05,5.75E-05,ENSRNOG00000051221,Rn60_8_0647.2,0
1:141944199-141944692,4.14,1.23E-10,2.15E-10,ENSRNOG00000056324,LOC102548818,0,,14:4949058-4949433,-4.86,3.39E-05,5.91E-05,ENSRNOG00000047761,Zfp326,49106
1:196083834-196084405,2.49,1.29E-10,2.23E-10,ENSRNOG00000054854,AC110387.1,10809,,16:22455902-22456327,2.51,3.41E-05,5.93E-05,ENSRNOG00000059895,SNORA70,41444
3:3780742-3781192,3.82,1.44E-10,2.50E-10,ENSRNOG00000018666,Gpsm1,0,,1:250746450-250747013,2.92,3.45E-05,6.00E-05,ENSRNOG00000012536,Sgms1,0
3:8831574-8832210,3.83,1.45E-10,2.51E-10,ENSRNOG00000016794,Phyhd1,530,,10:57369083-57369481,3.7,3.52E-05,6.10E-05,ENSRNOG00000005009,Zfp3,16747
7:29157663-29158053,4.1,1.45E-10,2.51E-10,ENSRNOG00000056493,Mybpc1,0,,8:74102629-74103060,2.72,3.87E-05,6.70E-05,ENSRNOG00000057854,AABR07070527.1,49169
7:137545537-137545899,3.22,1.50E-10,2.59E-10,ENSRNOG00000057179,AABR07058788.3,1977,,5:149649776-149650147,2.89,3.95E-05,6.82E-05,ENSRNOG00000058693,AABR07050061.1,16420
4:128314919-128315321,3.36,1.62E-10,2.79E-10,ENSRNOG00000024560,Npap60,48838,,20:46206305-46206778,2.65,4.18E-05,7.21E-05,ENSRNOG00000000307,Mical1,0
7:25366420-25366907,4.27,1.70E-10,2.93E-10,ENSRNOG00000061363,AABR07056438.1,207436,,4:180799596-180800131,3.1,4.21E-05,7.25E-05,ENSRNOG00000055289,AABR07062513.3,7908
4:150378427-150378939,3.37,1.72E-10,2.96E-10,ENSRNOG00000006576,Bms1,54631,,1:94445216-94445610,3.2,4.46E-05,7.67E-05,ENSRNOG00000055333,AABR07003040.1,5658
2:9601279-9601684,2.71,1.79E-10,3.07E-10,ENSRNOG00000016252,Mblac2,0,,8:22059596-22060045,2.57,4.54E-05,7.80E-05,ENSRNOG00000020694,Icam5,2388
6:59930218-59930784,3.54,1.80E-10,3.08E-10,ENSRNOG00000004282,Arl4a,17793,,14:3644026-3644388,2.39,4.67E-05,8.01E-05,ENSRNOG00000002093,Tgfbr3,0
6:10354591-10354945,3.97,1.81E-10,3.10E-10,ENSRNOG00000021318,Epas1,0,,10:11115991-11116396,3.33,4.72E-05,8.08E-05,ENSRNOG00000004146,Coro7,0
1:164508294-164508864,4.47,1.83E-10,3.13E-10,ENSRNOG00000030404,Arrb1,0,,4:132512716-132513215,3.28,4.73E-05,8.08E-05,ENSRNOG00000054758,AABR07061535.1,100721
5:138587007-138587369,3.97,1.84E-10,3.13E-10,ENSRNOG00000061851,Foxj3,18424,,13:71575008-71575667,3.19,4.84E-05,8.26E-05,ENSRNOG00000054898,AABR07021433.1,23858
16:60785729-60786216,4.49,1.91E-10,3.26E-10,ENSRNOG00000061769,AABR07026044.1,6370,,10:84869083-84869458,4.5,4.86E-05,8.27E-05,ENSRNOG00000049162,Prr15l,2222
6:33653852-33654444,3.29,2.01E-10,3.42E-10,ENSRNOG00000021403,Rhob,34683,,2:29506006-29506397,3.09,4.95E-05,8.42E-05,ENSRNOG00000017249,Zfp366,7343
3:111523685-111524036,3.89,2.16E-10,3.67E-10,ENSRNOG00000005183,Rtf1,0,,5:152041252-152041579,2.66,5.02E-05,8.53E-05,ENSRNOG00000056863,AABR07050116.1,29046
18:80346967-80347425,3.4,2.24E-10,3.80E-10,ENSRNOG00000053053,AABR07032759.1,45908,,5:155484410-155484750,3.16,5.12E-05,8.67E-05,ENSRNOG00000054365,SNORA17,95214
3:5593259-5593591,3.64,2.26E-10,3.83E-10,ENSRNOG00000060916,AC126134.1,8504,,12:49477585-49477879,2.17,5.18E-05,8.76E-05,ENSRNOG00000052424,2900026A02Rik,0
10:101697951-101698354,3.75,2.28E-10,3.84E-10,ENSRNOG00000036251,Mir297,1614,,12:5601590-5602055,2.75,5.23E-05,8.84E-05,ENSRNOG00000000894,Fry,0
3:38797345-38797685,3.12,2.28E-10,3.84E-10,ENSRNOG00000051675,RNaseP_nuc,19552,,12:41567062-41567394,2.81,5.27E-05,8.90E-05,ENSRNOG00000001383,Slc8b1,0
19:21367912-21368352,3.25,2.44E-10,4.10E-10,ENSRNOG00000052466,AABR07043106.1,0,,1:98210769-98211393,2.75,5.31E-05,8.95E-05,ENSRNOG00000014380,Zfp788,17180
8:106594195-106594573,3.83,2.45E-10,4.11E-10,ENSRNOG00000060723,Copb2,0,,1:265677117-265677638,2.62,5.32E-05,8.95E-05,ENSRNOG00000025523,RGD1564887,0
3:143208561-143209193,3.2,2.65E-10,4.44E-10,ENSRNOG00000005195,Cst3,10493,,15:106447299-106447684,2.4,5.47E-05,9.19E-05,ENSRNOG00000011203,Farp1,0
4:179408482-179408821,4.12,2.66E-10,4.46E-10,ENSRNOG00000029308,Lrmp,0,,19:31154638-31155013,3,5.52E-05,9.26E-05,ENSRNOG00000039152,Frem3,122822
6:70071481-70071814,3.02,2.70E-10,4.51E-10,ENSRNOG00000058196,SNORA17,62504,,2:28056959-28057454,2.59,5.56E-05,9.30E-05,ENSRNOG00000016541,Enc1,0
X:23584114-23584514,3.25,2.83E-10,4.73E-10,ENSRNOG00000024322,Shroom2,0,,2:42372465-42372921,2.63,5.57E-05,9.31E-05,ENSRNOG00000026928,AABR07008097.1,353888
2:207512488-207512980,3.52,3.36E-10,5.60E-10,ENSRNOG00000014479,Cttnbp2nl,0,,13:50446026-50446447,2.38,5.60E-05,9.35E-05,ENSRNOG00000028353,Sox13,0
5:156987018-156987467,3.91,3.60E-10,6.00E-10,ENSRNOG00000016553,Vwa5b1,15359,,7:142878686-142879134,2.74,5.65E-05,9.41E-05,ENSRNOG00000007346,Grasp,340
20:48702827-48703261,2.92,3.64E-10,6.05E-10,ENSRNOG00000024221,Mettl24,0,,10:10064760-10065164,2.45,5.71E-05,9.49E-05,ENSRNOG00000041962,5S_rRNA,355066
5:142574566-142574984,3.01,3.65E-10,6.06E-10,ENSRNOG00000046811,AABR07049886.1,15169,,15:61535279-61535699,3.61,5.83E-05,9.68E-05,ENSRNOG00000042960,Rgcc,16162
8:23015096-23015442,3.58,3.77E-10,6.24E-10,ENSRNOG00000013360,Prkcsh,0,,5:151436071-151436448,2.86,6.09E-05,1.01E-04,ENSRNOG00000008936,Map3k6,16
11:29757889-29758349,3.08,3.88E-10,6.43E-10,ENSRNOG00000027478,Krtap11-1,47041,,1:32205894-32206266,2.35,6.20E-05,1.03E-04,ENSRNOG00000026501,Slc6a19,0
8:62753728-62754450,4.63,3.92E-10,6.48E-10,ENSRNOG00000007687,Sema7a,7861,,1:37238132-37238528,2.95,6.19E-05,1.03E-04,ENSRNOG00000058077,AABR07001068.1,75544
12:24259296-24259952,3.88,3.97E-10,6.55E-10,ENSRNOG00000001448,Hip1,0,,4:104197979-104198421,2.72,6.25E-05,1.03E-04,ENSRNOG00000058873,AABR07061096.1,92123
6:14701355-14701785,3.96,4.15E-10,6.83E-10,ENSRNOG00000056572,AABR07062915.1,95159,,15:13123289-13123631,2.93,6.45E-05,1.06E-04,ENSRNOG00000009419,Ptprg,0
7:141366793-141367449,3.99,4.21E-10,6.93E-10,ENSRNOG00000061572,Smarcd1,62,,8:122903580-122903891,2.31,6.54E-05,1.08E-04,ENSRNOG00000011201,Cmtm8,0
15:59735850-59736302,3.19,4.33E-10,7.11E-10,ENSRNOG00000047817,Enox1,0,,16:17604151-17604645,3.16,6.53E-05,1.08E-04,ENSRNOG00000042623,Sh2d4b,6470
14:112756007-112756407,4.14,4.55E-10,7.46E-10,ENSRNOG00000003374,Ccdc85a,0,,7:119662959-119663370,2.78,6.65E-05,1.09E-04,ENSRNOG00000000184,Tmprss6,0
19:30936209-30936671,4.19,4.70E-10,7.69E-10,ENSRNOG00000018149,Smarca5,32,,6:124343784-124344257,2.7,6.71E-05,1.10E-04,ENSRNOG00000027300,Ttc7b,0
X:10215630-10216159,3.61,4.76E-10,7.78E-10,ENSRNOG00000009646,Nyx,0,,10:76040372-76040774,2.91,6.76E-05,1.11E-04,ENSRNOG00000025338,Msi2,409
1:222734175-222734525,3.53,4.78E-10,7.78E-10,ENSRNOG00000021202,Rtn3,0,,1:162723950-162724347,3.13,6.89E-05,1.13E-04,ENSRNOG00000060876,AC133383.1,8956
17:30181118-30181760,4.2,4.78E-10,7.78E-10,ENSRNOG00000061790,SNORA17,70640,,8:128820279-128820703,2.82,7.09E-05,1.15E-04,ENSRNOG00000018700,Mobp,3805
1:250746450-250747013,3.36,5.05E-10,8.21E-10,ENSRNOG00000012536,Sgms1,0,,6:10354591-10354945,3.07,7.03E-05,1.15E-04,ENSRNOG00000021318,Epas1,0
8:53071408-53071984,5.08,5.12E-10,8.31E-10,ENSRNOG00000029980,Zbtb16,0,,18:50784526-50784991,3.01,7.08E-05,1.15E-04,ENSRNOG00000052184,AABR07032171.1,0
2:28627098-28627501,4.17,5.28E-10,8.55E-10,ENSRNOG00000057328,U6,20289,,2:179702815-179703250,2.96,7.09E-05,1.15E-04,ENSRNOG00000054204,Gria2,0
7:28967574-28967903,3.64,5.29E-10,8.56E-10,ENSRNOG00000005228,Gnptab,0,,2:56271458-56271880,2.9,7.09E-05,1.15E-04,ENSRNOG00000059278,AABR07008399.1,53408
4:120085205-120085707,4.03,5.32E-10,8.60E-10,ENSRNOG00000054709,AABR07061382.2,43487,,20:8092881-8093389,3.06,7.31E-05,1.18E-04,ENSRNOG00000000508,Armc12,16246
18:32223201-32223587,4.04,5.57E-10,8.99E-10,ENSRNOG00000013920,Arhgap26,15401,,3:9485706-9486124,3.29,7.37E-05,1.19E-04,ENSRNOG00000059375,AC142138.2,12878
15:13123289-13123631,3.5,5.60E-10,9.01E-10,ENSRNOG00000009419,Ptprg,0,,13:67105936-67106283,2.04,7.41E-05,1.20E-04,ENSRNOG00000002657,Pla2g4a,0
5:136855553-136856001,2.89,5.60E-10,9.01E-10,ENSRNOG00000019843,St3gal3,0,,17:90511066-90511523,3.24,7.63E-05,1.23E-04,ENSRNOG00000058094,Lyst,0
5:127351590-127352023,3.57,5.69E-10,9.14E-10,ENSRNOG00000013064,Lrp8,52427,,3:162817575-162817910,3.79,7.77E-05,1.24E-04,ENSRNOG00000006052,Sulf2,0
3:130941780-130942303,3.48,5.87E-10,9.41E-10,ENSRNOG00000059311,AABR07053850.1,19500,,4:144770316-144770741,3.09,7.70E-05,1.24E-04,ENSRNOG00000006509,Srgap3,0
19:25772662-25773145,3.26,5.88E-10,9.42E-10,ENSRNOG00000054344,AC120246.2,998,,3:123891020-123891327,3.34,7.75E-05,1.24E-04,ENSRNOG00000021250,Rnf24,41233
8:47143891-47144364,3.09,6.55E-10,1.05E-09,ENSRNOG00000030910,Grik4,49540,,8:47634089-47634579,2.59,7.77E-05,1.24E-04,ENSRNOG00000021771,Trim29,39742
6:110949663-110950145,3.47,6.61E-10,1.06E-09,ENSRNOG00000011111,Cipc,17916,,2:25351688-25352149,2.49,7.75E-05,1.24E-04,ENSRNOG00000061142,AABR07007715.1,7542
1:248056337-248056885,3.7,6.64E-10,1.06E-09,ENSRNOG00000053859,Ranbp6,70841,,X:29627570-29627867,3.13,7.96E-05,1.27E-04,ENSRNOG00000004613,Gpm6b,0
1:187821404-187821807,3.15,6.78E-10,1.08E-09,ENSRNOG00000047386,Smg1,0,,10:86229332-86229733,2.41,8.03E-05,1.28E-04,ENSRNOG00000028430,LOC257650,0
1:165723772-165724146,4,7.16E-10,1.13E-09,ENSRNOG00000018873,Fam168a,305,,2:62772682-62773123,3.02,8.04E-05,1.28E-04,ENSRNOG00000061724,U1,81498
8:118801908-118802301,3.48,7.14E-10,1.13E-09,ENSRNOG00000020915,Setd2,774,,8:88666385-88666873,2.47,8.31E-05,1.32E-04,ENSRNOG00000050039,AABR07070858.1,324253
11:35170094-35170557,3.94,7.08E-10,1.13E-09,ENSRNOG00000054899,7SK,11716,,7:11994904-11995309,2.86,8.40E-05,1.33E-04,ENSRNOG00000018212,Abhd17a,0
10:57311749-57312145,3.08,7.48E-10,1.18E-09,ENSRNOG00000037418,Inca1,0,,8:47143891-47144364,2.26,8.47E-05,1.34E-04,ENSRNOG00000030910,Grik4,49540
2:248908348-248908695,5.3,7.42E-10,1.18E-09,ENSRNOG00000058016,AABR07013672.1,14196,,18:57766763-57767202,2.59,8.62E-05,1.36E-04,ENSRNOG00000019134,Htr4,0
3:148264283-148264981,4.17,7.52E-10,1.19E-09,ENSRNOG00000007946,Bcl2l1,0,,2:210468106-210468601,2.27,8.83E-05,1.39E-04,ENSRNOG00000018569,Ahcyl1,0
9:29458981-29459407,3.02,7.62E-10,1.20E-09,ENSRNOG00000058900,AABR07067076.1,4162,,12:47103044-47103468,2.77,8.95E-05,1.41E-04,ENSRNOG00000001172,Rnf10,0
1:8736973-8737291,3.03,7.90E-10,1.24E-09,ENSRNOG00000011411,Adgrg6,0,,11:35167488-35167826,2.44,9.34E-05,1.47E-04,ENSRNOG00000054899,7SK,9110
1:140901855-140902303,3.27,8.11E-10,1.27E-09,ENSRNOG00000017510,Mfge8,40962,,9:62344695-62345244,2.77,9.75E-05,1.53E-04,ENSRNOG00000032659,Plcl1,0
10:5845692-5846034,3.81,8.39E-10,1.32E-09,ENSRNOG00000033942,Grin2a,84264,,13:51113781-51114256,2.61,1.00E-04,1.57E-04,ENSRNOG00000030743,Myog,12203
1:129050327-129050734,3.71,8.89E-10,1.39E-09,ENSRNOG00000014187,Igf1r,0,,6:11963547-11963905,2.81,1.01E-04,1.59E-04,ENSRNOG00000048551,AABR07062860.1,30755
10:20182391-20182738,2.39,8.97E-10,1.40E-09,ENSRNOG00000007377,Slit3,138140,,14:91939925-91940458,2.55,1.02E-04,1.60E-04,ENSRNOG00000004327,Ddc,0
12:44151981-44152371,3.4,9.56E-10,1.49E-09,ENSRNOG00000001128,Tesc,0,,1:248056337-248056885,2.91,1.02E-04,1.60E-04,ENSRNOG00000053859,Ranbp6,70841
8:74102629-74103060,3.4,1.02E-09,1.60E-09,ENSRNOG00000057854,AABR07070527.1,49169,,15:59735850-59736302,2.57,1.04E-04,1.62E-04,ENSRNOG00000047817,Enox1,0
8:57339787-57340123,3.52,1.08E-09,1.68E-09,ENSRNOG00000058231,U6,16316,,18:79617365-79617714,3.08,1.04E-04,1.62E-04,ENSRNOG00000054696,AC127118.1,26018
15:106447299-106447684,2.76,1.11E-09,1.72E-09,ENSRNOG00000011203,Farp1,0,,16:3493013-3493375,2.48,1.05E-04,1.63E-04,ENSRNOG00000015148,Erc2,0
7:11919463-11919894,3.19,1.11E-09,1.72E-09,ENSRNOG00000029028,Mknk2,308,,8:116322911-116323356,2.84,1.09E-04,1.69E-04,ENSRNOG00000031420,Hyal2,684
16:26745819-26746167,3.36,1.24E-09,1.92E-09,ENSRNOG00000029441,Klhl2,0,,15:18399099-18399732,3.01,1.09E-04,1.69E-04,ENSRNOG00000033261,Fam107a,0
7:119662959-119663370,3.62,1.26E-09,1.94E-09,ENSRNOG00000000184,Tmprss6,0,,6:126196894-126197484,2.59,1.11E-04,1.71E-04,ENSRNOG00000007062,Rin3,0
20:9258938-9259534,3.03,1.26E-09,1.94E-09,ENSRNOG00000000540,Btbd9,9119,,2:141819566-141819881,3.29,1.11E-04,1.72E-04,ENSRNOG00000058636,AABR07010589.1,43957
3:94035036-94035420,4.09,1.27E-09,1.95E-09,ENSRNOG00000010963,RGD1563222,485,,10:42747335-42747870,2.42,1.12E-04,1.74E-04,ENSRNOG00000045816,Gria1,0
16:3493013-3493375,2.86,1.26E-09,1.95E-09,ENSRNOG00000015148,Erc2,0,,10:54221456-54222021,2.17,1.14E-04,1.77E-04,ENSRNOG00000049361,Gas7,0
1:116105000-116105512,3.42,1.28E-09,1.97E-09,ENSRNOG00000056228,Atp10a,0,,3:157165480-157165802,2.68,1.17E-04,1.79E-04,ENSRNOG00000016744,Chd6,66175
10:11290687-11291127,3.1,1.30E-09,1.99E-09,ENSRNOG00000005269,Srl,6356,,3:11974385-11974845,2.87,1.16E-04,1.79E-04,ENSRNOG00000022312,Lrsam1,0
8:111567060-111567396,3.46,1.31E-09,2.01E-09,ENSRNOG00000009005,Slco2a1,0,,15:87883034-87883490,2.7,1.18E-04,1.82E-04,ENSRNOG00000024125,Slain1,3293
1:37238132-37238528,3.46,1.32E-09,2.03E-09,ENSRNOG00000058077,AABR07001068.1,75544,,1:128830560-128830886,2.91,1.20E-04,1.84E-04,ENSRNOG00000014187,Igf1r,94080
9:81323183-81323533,3.82,1.38E-09,2.11E-09,ENSRNOG00000014182,Tns1,0,,14:7617445-7617933,2.44,1.21E-04,1.85E-04,ENSRNOG00000060245,1700016H13Rik,0
17:46747726-46748187,4.07,1.50E-09,2.29E-09,ENSRNOG00000059705,Elmo1,0,,2:207512488-207512980,2.42,1.25E-04,1.91E-04,ENSRNOG00000014479,Cttnbp2nl,0
1:224913372-224913758,2.94,1.60E-09,2.45E-09,ENSRNOG00000018487,Slc3a2,0,,6:124488204-124488504,2.73,1.26E-04,1.92E-04,ENSRNOG00000027300,Ttc7b,58504
3:161889766-161890105,3.19,1.66E-09,2.53E-09,ENSRNOG00000018557,Cdh22,0,,5:166999126-166999550,4.16,1.27E-04,1.93E-04,ENSRNOG00000017523,H6pd,0
18:57766763-57767202,3.21,1.69E-09,2.58E-09,ENSRNOG00000019134,Htr4,0,,6:97390716-97391221,2.02,1.27E-04,1.93E-04,ENSRNOG00000057286,AABR07064835.1,0
3:154598084-154598514,2.67,1.73E-09,2.62E-09,ENSRNOG00000012956,Tgm2,0,,2:198682711-198683105,2.85,1.31E-04,1.99E-04,ENSRNOG00000037223,AABR07012592.1,4
